episode_id,keyword
S6-E4,1930s to 2020s
S6-E4,2d animation
S6-E4,french stereotype
S6-E5,1930s to 2020s
S6-E5,2d animation
S6-E5,reference to richard nixon
S6-E5,reference to rush limbaugh
S6-E5,politics
S6-E6,halloween episode
S6-E6,reference to the shining
S6-E6,giant
S6-E6,giantess
S6-E6,giant man
S6-E6,giant woman
S6-E6,giant boy
S6-E6,giant girl
S6-E6,giant children
S6-E6,giant child
S6-E6,giant kid
S6-E6,giant kids
S6-E6,1930s to 2020s
S6-E6,toaster
S6-E6,school cafeteria
S6-E6,time travel
S6-E6,country estate
S6-E6,halloween
S6-E6,turned inside out
S6-E6,detention
S6-E6,alien
S6-E6,lobotomy
S6-E6,crazy
S6-E6,anthology
S6-E6,2d animation
S6-E6,haggis
S6-E6,psychic power
S6-E6,axe murder
S6-E6,typewriter
S6-E6,telepathy
S6-E6,snow
S6-E6,murder
S6-E6,madness
S6-E6,lunch
S6-E6,insanity
S6-E6,haunting
S6-E6,ghost
S6-E6,frozen body
S6-E6,freezing to death
S6-E6,falling down stairs
S6-E6,elevator
S6-E6,disappearance
S6-E6,dinosaur
S6-E6,chase
S6-E6,caretaker
S6-E6,cannibal
S6-E6,cannibalism
S6-E6,blood
S6-E6,baseball bat
S6-E6,bar
S6-E6,axe
S6-E6,attempted murder
S6-E6,ancient burial ground
S6-E6,halloween spoof
S6-E7,1930s to 2020s
S6-E7,2d animation
S6-E7,woman leading a man on
S6-E7,preacher's daughter
S6-E7,sunday school
S6-E7,fur elise
S6-E8,1930s to 2020s
S6-E8,favoritism
S6-E8,2d animation
S6-E8,kicking the air
S6-E9,1930s to 2020s
S6-E9,gummi bear
S6-E9,feminism
S6-E9,feminist
S6-E9,2d animation
S6-E9,media circus
S6-E9,thermal imaging
S6-E9,venus de milo
S6-E9,soda machine
S6-E9,pop rocks
S6-E9,penny farthing bicycle
S6-E9,tabloid journalism
S6-E9,sexual harassment
S6-E9,false accusation
S6-E9,babysitter
S6-E10,1930s to 2020s
S6-E10,sexual satisfaction
S6-E10,2d animation
S6-E10,love potion
S6-E11,1930s to 2020s
S6-E11,fear of flying
S6-E11,2d animation
S6-E12,1930s to 2020s
S6-E12,2d animation
S6-E12,secret society
S6-E12,freemason
S6-E13,1930s to 2020s
S6-E13,birth
S6-E13,conception
S6-E13,2d animation
S6-E13,baby shower
S6-E13,baby born
S6-E13,giving birth
S6-E13,expectant father
S6-E13,expectant mother
S6-E13,pregnant wife
S6-E13,pregnancy
S6-E13,discovering one is pregnant
S6-E13,childbirth
S6-E13,rube goldberg machine
S6-E14,1930s to 2020s
S6-E14,comet
S6-E14,2d animation
S6-E15,1930s to 2020s
S6-E15,breast implants
S6-E15,mafia
S6-E15,clown college
S6-E15,2d animation
S6-E15,bullet in book
S6-E15,walla walla washington
S6-E15,birthday party
S6-E15,mistaken identity
S6-E15,falling from height
S6-E16,1930s to 2020s
S6-E16,australia
S6-E16,2d animation
S6-E16,boomerang
S6-E16,apology
S6-E16,australian stereotype
S6-E16,penny farthing bicycle
S6-E16,mooning
S6-E16,antarctica
S6-E16,coriolis effect
S6-E17,1930s to 2020s
S6-E17,2d animation
S6-E18,1930s to 2020s
S6-E18,jay sherman
S6-E18,film festival
S6-E18,2d animation
S6-E18,metric system usage
S6-E18,reference to steven spielberg
S6-E18,reference to woody allen
S6-E18,football in the groin
S6-E18,burping
S6-E18,crossover
S6-E19,1930s to 2020s
S6-E19,future
S6-E19,flail
S6-E19,2d animation
S6-E19,renaissance faire
S6-E19,black knight
S6-E19,engagement
S6-E19,classic episode
S6-E20,animal in episode title
S6-E20,dog in episode title
S6-E20,1930s to 2020s
S6-E20,2d animation
S6-E20,pregnant animal
S6-E20,reference to ray stevens
S6-E21,1930s to 2020s
S6-E21,strike
S6-E21,2d animation
S6-E21,civil war reenactment
S6-E21,dental braces
S6-E21,classic episode
S6-E21,perpetual motion
S6-E22,1930s to 2020s
S6-E22,2d animation
S6-E22,reference to steve allen
S6-E22,lawsuit
S6-E22,breakfast cereal
S6-E22,returning character killed off
S6-E22,jazz musician
S6-E22,price gouging
S6-E23,1930s to 2020s
S6-E23,policewoman
S6-E23,2d animation
S6-E23,released for lack of evidence
S6-E23,handicapped parking
S6-E23,dumpster diving
S6-E24,fruit in episode title
S6-E24,1930s to 2020s
S6-E24,lemon tree
S6-E24,2d animation
S6-E24,rivalry
S6-E24,korean grocer
S6-E24,tow truck
S6-E24,motor home
S6-E24,lemonade
S6-E24,auto impound lot
S6-E25,cliffhanger ending
S6-E25,mean old man
S6-E25,death threat
S6-E25,evil old man
S6-E25,solar eclipse
S6-E25,1930s to 2020s
S6-E25,oil well
S6-E25,elizabethan collar
S6-E25,2d animation
S6-E25,implied swearing
S6-E25,stapler
S6-E25,profanity
S6-E25,oil drilling
S6-E25,cliffhanger
S7-E1,taking candy from a baby
S7-E1,flashback
S7-E1,pigeon
S7-E1,drive thru
S7-E1,fingerprints
S7-E1,1930s to 2020s
S7-E1,2d animation
S7-E1,homicidal baby
S7-E1,lie detector
S7-E2,1930s to 2020s
S7-E2,2d animation
S7-E2,spinning newspaper
S7-E2,artsy fartsy director
S7-E2,price gouging
S7-E3,foster parent
S7-E3,bible
S7-E3,child services
S7-E3,head lice
S7-E3,1930s to 2020s
S7-E3,2d animation
S7-E4,nightmare
S7-E4,brother sister relationship
S7-E4,mother son relationship
S7-E4,restaurant
S7-E4,bar
S7-E4,comic book store
S7-E4,dream sequence
S7-E4,soul
S7-E4,rowboat
S7-E4,police chief
S7-E4,prayer
S7-E4,grandmother
S7-E4,seattle space needle
S7-E4,soul selling
S7-E5,1930s to 2020s
S7-E5,pigs can fly literalism
S7-E5,2d animation
S7-E5,sent to one's room
S7-E5,non alcoholic beer
S7-E5,prominent product placement
S7-E5,vegetarian
S7-E5,vegan
S7-E5,product placement
S7-E7,1930s to 2020s
S7-E7,2d animation
S7-E7,liposuction
S7-E7,dippy bird
S7-E7,fake sick leave
S7-E7,obesity
S7-E8,reference to walt whitman
S7-E8,reference to ghouls
S7-E8,year 1968
S7-E8,1990s
S7-E8,year 1995
S7-E8,20th century
S7-E8,germ
S7-E8,germs
S7-E8,saboteur
S7-E8,sabotage
S7-E8,ungrateful
S7-E8,ingratitude
S7-E8,asthma
S7-E8,fbi
S7-E8,federal bureau of investigation
S7-E8,biological warfare
S7-E8,sadness
S7-E8,sad ending
S7-E8,stargazing
S7-E8,looking at the stars
S7-E8,mother son relationship
S7-E8,1930s to 2020s
S7-E8,reference to dragnet
S7-E8,hippie
S7-E8,2d animation
S7-E8,rhetorical question
S7-E8,germ warfare
S7-E8,phrenology
S7-E8,classic episode
S7-E8,biological research
S7-E8,volkswagen bus
S7-E8,1960s
S7-E8,faked death
S7-E8,beaver attack
S7-E8,mother son reunion
S7-E8,wagner ride of the valkyries
S7-E9,1930s to 2020s
S7-E9,2d animation
S7-E10,number in episode title
S7-E10,exclamation point in episode title
S7-E10,1930s to 2020s
S7-E10,2d animation
S7-E10,viewer mail
S7-E10,alternate ending
S7-E10,james bond spoof scene
S7-E10,clip show
S7-E10,number in title
S7-E11,christmas episode
S7-E11,christmas gift
S7-E11,1930s to 2020s
S7-E11,video games
S7-E11,family photos
S7-E11,christmas shopping
S7-E11,christmas
S7-E11,christmas present
S7-E11,shoplifting
S7-E11,stealing
S7-E11,surveillance camera
S7-E11,surveillance video
S7-E11,sarcasm taken literally
S7-E11,2d animation
S7-E11,juvenile hall
S7-E11,caught on tape
S7-E12,wilhelm scream
S7-E12,1930s to 2020s
S7-E12,bowling team
S7-E12,bowling
S7-E12,2d animation
S7-E12,kneecapping
S7-E12,dog attack
S7-E13,confrontation
S7-E13,disobedience
S7-E13,smart aleck
S7-E13,fight
S7-E13,cardboard cutout
S7-E13,george h.w. bush character
S7-E13,gerald r. ford character
S7-E13,mikhail gorbachev character
S7-E13,barbara bush character
S7-E13,1930s to 2020s
S7-E13,former president
S7-E13,u.s. president
S7-E13,mother son relationship
S7-E13,moving out
S7-E13,moving in
S7-E13,lemonade
S7-E13,lawnmower
S7-E13,garage
S7-E13,ex president
S7-E13,menace
S7-E13,dennis the menace
S7-E13,shredding papers
S7-E13,spanking
S7-E13,outboard motor
S7-E13,playing cards
S7-E13,memoirs
S7-E13,typewriter
S7-E13,2d animation
S7-E13,yard sale
S7-E13,neighbor
S7-E14,1930s to 2020s
S7-E14,2d animation
S7-E15,1930s to 2020s
S7-E15,2d animation
S7-E15,reference to shemp howard
S7-E16,1930s to 2020s
S7-E16,2d animation
S7-E16,made up word
S7-E16,idealism
S7-E16,skull
S7-E16,severed tongue
S7-E16,prosthetic body part
S7-E16,iconoclast
S7-E16,historical revisionism
S7-E16,exhumation
S7-E17,1930s to 2020s
S7-E17,foam finger
S7-E17,2d animation
S7-E17,piano moving
S7-E17,overbearing mother
S7-E17,body cast
S7-E18,day in episode title
S7-E18,1930s to 2020s
S7-E18,libertarian
S7-E18,libertarianism
S7-E18,2d animation
S7-E18,parody of after school specials
S7-E18,cult film reference
S7-E19,animal in episode title
S7-E19,fish in episode title
S7-E19,1930s to 2020s
S7-E19,2d animation
S7-E19,delorean
S7-E19,planet of the apes
S7-E19,washed up star
S7-E19,urban legend
S7-E19,sham marriage
S7-E20,1930s to 2020s
S7-E20,1982 knoxville international energy exhibition
S7-E20,world's fair
S7-E20,2d animation
S7-E20,wig
S7-E20,child driving car
S7-E21,aurora borealis
S7-E21,number in episode title
S7-E21,1930s to 2020s
S7-E21,2d animation
S7-E21,reference to mcdonald's
S7-E21,quickie
S7-E21,chihuahua
S7-E21,chihuahua dog
S7-E21,volkswagen car
S7-E21,tall man
S7-E21,bully comeuppance
S7-E21,anthology
S7-E22,1930s to 2020s
S7-E22,2d animation
S7-E22,grandfather grandson relationship
S7-E22,long title
S7-E23,1930s to 2020s
S7-E23,2d animation
S7-E23,airbag
S7-E23,immigrant
S7-E23,illegal immigrant
S7-E23,bear
S7-E24,1930s to 2020s
S7-E24,music festival
S7-E24,sonic youth
S7-E24,smashing pumpkins
S7-E24,teenager
S7-E24,rock band
S7-E24,concert
S7-E24,2d animation
S7-E24,record store
S7-E24,outdoor concert
S7-E24,white male pretending to be black
S7-E24,drugs
S7-E25,1930s to 2020s
S7-E25,beach house
S7-E25,popularity
S7-E25,independence day
S7-E25,mystery date the board game
S7-E25,2d animation
S7-E25,season in title
S7-E25,reference to alice in wonderland
S7-E25,period in title
S7-E25,skateboarding
S7-E25,fourth of july
S7-E25,fireworks
S7-E25,number in title
S8-E1,halloween episode
S8-E1,election
S8-E1,candidate
S8-E1,bad guys win
S8-E1,male nudity
S8-E1,1930s to 2020s
S8-E1,attic
S8-E1,alien
S8-E1,presidential election
S8-E1,evil twin
S8-E1,conjoined twins
S8-E1,ufo
S8-E1,presidential candidate
S8-E1,reference to bill clinton
S8-E1,reference to bob dole
S8-E1,miniature world
S8-E1,2d animation
S8-E1,living in attic
S8-E1,halloween
S8-E1,halloween spoof
S8-E2,1930s to 2020s
S8-E2,boss
S8-E2,2d animation
S8-E2,nice boss
S8-E2,employer employee relationship
S8-E2,canadian stereotype
S8-E2,james bond spoof
S8-E3,1930s to 2020s
S8-E3,2d animation
S8-E4,comma in episode title
S8-E4,1930s to 2020s
S8-E4,illegitimate son
S8-E4,three word episode title
S8-E4,punctuation in episode title
S8-E4,alliterative episode title
S8-E4,character name in episode title
S8-E4,2d animation
S8-E5,1930s to 2020s
S8-E5,2d animation
S8-E6,1930s to 2020s
S8-E6,divorce
S8-E6,2d animation
S8-E6,urban legend vector
S8-E6,toilet seat
S8-E6,dishwasher
S8-E7,1930s to 2020s
S8-E7,2d animation
S8-E7,get rich quick scheme
S8-E7,collapsing building
S8-E7,mooning
S8-E8,1930s to 2020s
S8-E8,hurricane
S8-E8,2d animation
S8-E8,reference to dick tracy
S8-E8,botched execution
S8-E8,beatnik
S8-E8,price gouging
S8-E9,1930s to 2020s
S8-E9,chili
S8-E9,coyote
S8-E9,2d animation
S8-E9,reference to the cheshire cat
S8-E9,character name in episode title
S8-E10,1930s to 2020s
S8-E10,alien
S8-E10,friday night
S8-E10,woods
S8-E10,x files
S8-E10,crossover
S8-E10,fbi
S8-E10,glowing man
S8-E10,donkey kong
S8-E10,spoof
S8-E10,closeted homosexual
S8-E10,high on medicine
S8-E10,narrator
S8-E10,tv host
S8-E10,medical treatment
S8-E10,orca
S8-E10,reaction time
S8-E10,speech
S8-E10,physical exam
S8-E10,skepticism
S8-E10,reference to alf
S8-E10,reference to marvin the martian
S8-E10,mistaken for alien
S8-E10,mistaken for someone else
S8-E10,police lineup
S8-E10,female fbi agent
S8-E10,fbi agent
S8-E10,irradiated
S8-E10,close encounter of the third kind
S8-E10,authorized parody
S8-E10,2d animation
S8-E10,killer whale
S8-E10,lie detector
S8-E10,x files spoof
S8-E10,whale
S8-E10,singing
S8-E10,investigation
S8-E11,pretzel
S8-E11,1930s to 2020s
S8-E11,yakuza
S8-E11,2d animation
S8-E12,1930s to 2020s
S8-E12,2d animation
S8-E13,1930s to 2020s
S8-E13,2d animation
S8-E13,long title
S8-E13,musical episode
S8-E13,intentionally misspelled title
S8-E13,sucked into jet engine
S8-E14,1930s to 2020s
S8-E14,cartoon dog
S8-E14,2d animation
S8-E14,deliberately bad editing
S8-E14,talking dog
S8-E14,returning character killed off
S8-E14,nerd
S8-E14,internet
S8-E15,1930s to 2020s
S8-E15,queer
S8-E15,gay character
S8-E15,uranus joke
S8-E15,steel mill
S8-E15,gay stereotype
S8-E15,gay interest
S8-E15,homophobia
S8-E15,2d animation
S8-E16,1930s to 2020s
S8-E16,pie in face
S8-E16,2d animation
S8-E16,pie in the face
S8-E17,comma in episode title
S8-E17,babysitting
S8-E17,1930s to 2020s
S8-E17,2d animation
S8-E18,1930s to 2020s
S8-E18,libertarian
S8-E18,libertarianism
S8-E18,st. patrick's day
S8-E18,prohibition
S8-E18,parade
S8-E18,bootlegger
S8-E18,2d animation
S8-E18,bathtub gin
S8-E18,non alcoholic beer
S8-E18,reference to donald duck
S8-E18,drunken child
S8-E18,speakeasy
S8-E18,flapper
S8-E18,bootlegging
S8-E18,number in title
S8-E19,1930s to 2020s
S8-E19,forbidden love
S8-E19,janitor's closet
S8-E19,2d animation
S8-E19,male virgin
S8-E20,1930s to 2020s
S8-E20,dog
S8-E20,credit card
S8-E20,dog licking someone's face
S8-E20,boy and his dog
S8-E20,talking to a dog
S8-E20,breaking and entering
S8-E20,pet dog
S8-E20,dog hero
S8-E20,psst
S8-E20,credit card for dog
S8-E20,2d animation
S8-E20,credit card fraud
S8-E20,collie dog
S8-E20,blind man
S8-E21,1930s to 2020s
S8-E21,2d animation
S8-E22,1930s to 2020s
S8-E22,2d animation
S8-E22,priest
S8-E23,1930s to 2020s
S8-E23,2d animation
S8-E23,suicide by electrocution
S8-E23,skeleton visible during electrocution
S8-E23,silo
S8-E23,disgruntled worker
S8-E24,1930s to 2020s
S8-E24,2d animation
S8-E24,gay cowboy
S8-E25,1930s to 2020s
S8-E25,2d animation
S9-E1,1930s to 2020s
S9-E1,lost episode
S9-E1,unaired episode
S9-E1,banned episode
S9-E1,controversy
S9-E1,controversial
S9-E1,banned
S9-E1,full bladder
S9-E1,pickled eggs
S9-E1,2d animation
S9-E1,world trade center manhattan new york city
S9-E1,statue of liberty new york city
S9-E1,new york city
S9-E1,manhattan new york city
S9-E1,airbag
S9-E1,car boot
S9-E1,mad magazine
S9-E1,mountain dew
S9-E1,bicycle courier
S9-E2,1930s to 2020s
S9-E2,human eats dog food
S9-E2,eating dog food
S9-E2,ambiguous ending
S9-E2,pet food
S9-E2,armenian american
S9-E2,vietnam war veteran
S9-E2,assumed identity
S9-E3,the letter f
S9-E3,1930s to 2020s
S9-E3,saxophone
S9-E3,pickled eggs
S9-E3,2d animation
S9-E3,alphabet
S9-E4,halloween episode
S9-E4,17th century
S9-E4,early modern period
S9-E4,year 1997
S9-E4,1990s
S9-E4,reference to albert einstein
S9-E4,gingerbread
S9-E4,gingerbread man
S9-E4,1930s to 2020s
S9-E4,fly
S9-E4,neutron bomb
S9-E4,witch
S9-E4,mutant
S9-E4,green skin
S9-E4,flying broom
S9-E4,egging a house
S9-E4,genie costume
S9-E4,bear costume
S9-E4,pirate costume
S9-E4,indian costume
S9-E4,trick or treating
S9-E4,halloween costume
S9-E4,alien
S9-E4,witch burning
S9-E4,wasted life
S9-E4,vampire
S9-E4,ethnic slur
S9-E4,3 stories
S9-E4,1640s
S9-E4,witch hunt
S9-E4,suspected witch
S9-E4,colonial america
S9-E4,burned at the stake
S9-E4,chase
S9-E4,zombie
S9-E4,witchcraft
S9-E4,teleportation
S9-E4,survivor
S9-E4,survival
S9-E4,spider
S9-E4,spider web
S9-E4,shotgun
S9-E4,salem witch trial
S9-E4,presumed dead
S9-E4,post apocalypse
S9-E4,nuclear bomb
S9-E4,mutation
S9-E4,monster
S9-E4,loss of family
S9-E4,last man on earth
S9-E4,insect
S9-E4,bomb shelter
S9-E4,axe
S9-E4,attempted child strangulation
S9-E4,halloween
S9-E4,halloween spoof
S9-E5,1930s to 2020s
S9-E5,libertarian
S9-E5,libertarianism
S9-E5,2d animation
S9-E5,national rifle association
S9-E6,1930s to 2020s
S9-E6,2d animation
S9-E6,character can read end credits
S9-E6,bear trap
S9-E6,surprise during end credits
S9-E6,catfight
S9-E6,crossover
S9-E7,reference to ganesh the hindu deity
S9-E7,1930s to 2020s
S9-E7,arranged marriage
S9-E7,2d animation
S9-E7,elephant fears mouse
S9-E7,castrato
S9-E7,overbearing mother
S9-E7,domineering mother
S9-E7,hindu wedding
S9-E8,1930s to 2020s
S9-E8,religion versus science
S9-E8,2d animation
S9-E8,priest
S9-E9,reference to the shining
S9-E9,1930s to 2020s
S9-E9,real estate agent
S9-E9,female real estate agent
S9-E9,2d animation
S9-E9,real estate deal
S9-E10,christmas episode
S9-E10,christmas gift
S9-E10,christmas present
S9-E10,1930s to 2020s
S9-E10,christmas
S9-E10,2d animation
S9-E10,bleeped dialogue
S9-E11,four word episode title
S9-E11,comma in episode title
S9-E11,1930s to 2020s
S9-E11,2d animation
S9-E11,character can see subtitle
S9-E11,character can read end credits
S9-E11,surprise during end credits
S9-E11,musical episode
S9-E11,clip show
S9-E12,carny
S9-E12,carnival
S9-E12,roller coaster
S9-E12,1930s to 2020s
S9-E12,2d animation
S9-E12,unwanted guest
S9-E13,hare krishna
S9-E13,1930s to 2020s
S9-E13,2d animation
S9-E13,fingernails on chalkboard
S9-E13,religious cult
S9-E13,deprogramming
S9-E13,commune
S9-E13,brainwashing
S9-E13,priest
S9-E13,scientology
S9-E14,pufferfish
S9-E14,1930s to 2020s
S9-E14,internet
S9-E14,suspension bridge
S9-E14,united nations
S9-E14,wild boar
S9-E14,stranded
S9-E14,slurping a drink with a straw
S9-E14,2d animation
S9-E14,internet spam
S9-E14,moray eel
S9-E14,lord of the flies
S9-E14,diversity
S9-E14,tropical island
S9-E15,1930s to 2020s
S9-E15,2d animation
S9-E15,negative asian stereotype
S9-E15,caucasian actor playing asian character
S9-E16,1930s to 2020s
S9-E16,2d animation
S9-E17,1930s to 2020s
S9-E17,2d animation
S9-E18,1930s to 2020s
S9-E18,master key
S9-E18,2d animation
S9-E18,electrocution
S9-E18,electric chair
S9-E18,abandoned prison
S9-E19,1930s to 2020s
S9-E19,2d animation
S9-E19,earring
S9-E19,ear piercing
S9-E19,u.s. navy
S9-E19,submarine
S9-E19,starbucks coffee
S9-E19,penguin
S9-E19,invented language
S9-E20,reference to spring byington
S9-E20,1930s to 2020s
S9-E20,cuba
S9-E20,audit
S9-E20,2d animation
S9-E20,reference to metallica
S9-E20,post world war two
S9-E20,france
S9-E20,whistler's mother
S9-E20,suicide pill
S9-E21,1930s to 2020s
S9-E21,2d animation
S9-E21,owning many cats
S9-E21,monkey as assistant
S9-E21,cat lady
S9-E22,1930s to 2020s
S9-E22,garbage
S9-E22,garbage collector
S9-E22,2d animation
S9-E22,fur elise
S9-E22,abandoned mine
S9-E22,scene during end credits
S9-E23,1930s to 2020s
S9-E23,2d animation
S9-E24,1930s to 2020s
S9-E24,2d animation
S9-E25,curvacious woman
S9-E25,1930s to 2020s
S9-E25,thunderstorm
S9-E25,rain
S9-E25,grange
S9-E25,metal detector
S9-E25,pirate
S9-E25,parrot
S9-E25,mini golf
S9-E25,plane
S9-E25,canopy bed
S9-E25,sexual satisfaction
S9-E25,sexual joke
S9-E25,sexual liberation
S9-E25,sexual intercourse
S9-E25,sexual pleasure
S9-E25,sexual encounter
S9-E25,sexual arousal
S9-E25,2d animation
S9-E25,sex in public
S9-E25,sex in barn
S10-E1,1930s to 2020s
S10-E1,2d animation
S10-E2,1930s to 2020s
S10-E2,2d animation
S10-E2,rube goldberg machine
S10-E3,1930s to 2020s
S10-E3,2d animation
S10-E4,halloween episode
S10-E4,reference to roger moore
S10-E4,reference to ken starr
S10-E4,alien abduction
S10-E4,1930s to 2020s
S10-E4,hair
S10-E4,alien
S10-E4,hair transplant
S10-E4,cartoon on tv
S10-E4,reference to jerry springer
S10-E4,skeleton costume
S10-E4,pirate costume
S10-E4,halloween costume
S10-E4,murder
S10-E4,2d animation
S10-E4,three strikes law
S10-E4,live action sequence
S10-E4,electrocution
S10-E4,electric chair
S10-E4,capital punishment
S10-E4,bleeped dialogue
S10-E4,halloween
S10-E4,halloween spoof
S10-E4,part live action
S10-E5,1930s to 2020s
S10-E5,2d animation
S10-E6,1930s to 2020s
S10-E6,disney plus
S10-E6,2d animation
S10-E7,1930s to 2020s
S10-E7,2d animation
S10-E7,canadian expatriate
S10-E8,1930s to 2020s
S10-E8,kidney transplant
S10-E8,kidney
S10-E8,shallow
S10-E8,organ theft
S10-E8,railroad hand car
S10-E8,organ donation
S10-E8,stolen kidney
S10-E9,1930s to 2020s
S10-E9,2d animation
S10-E10,1930s to 2020s
S10-E10,2d animation
S10-E11,curfew
S10-E11,drive in movie
S10-E11,reference to our gang
S10-E11,drive in
S10-E11,double date
S10-E11,1930s to 2020s
S10-E11,2d animation
S10-E12,day in episode title
S10-E12,comma in episode title
S10-E12,1930s to 2020s
S10-E12,2d animation
S10-E12,deliberately bad dubbing
S10-E13,1930s to 2020s
S10-E13,2d animation
S10-E14,valentine's day episode
S10-E14,1930s to 2020s
S10-E14,valentine's day
S10-E14,2d animation
S10-E15,color in episode title
S10-E15,colour in episode title
S10-E15,1930s to 2020s
S10-E15,suv
S10-E15,2d animation
S10-E15,fake commercial
S10-E16,1930s to 2020s
S10-E16,2d animation
S10-E17,1930s to 2020s
S10-E17,2d animation
S10-E18,1930s to 2020s
S10-E18,2d animation
S10-E18,rapture
S10-E18,rapture aftermath
S10-E18,david and goliath
S10-E18,bible
S10-E19,1930s to 2020s
S10-E19,2d animation
S10-E19,pop art
S10-E19,euro trash
S10-E19,conceptual art
S10-E19,art gallery
S10-E20,pinching cheek
S10-E20,olympics
S10-E20,1930s to 2020s
S10-E20,2d animation
S10-E21,1930s to 2020s
S10-E21,loch ness monster
S10-E21,2d animation
S10-E22,1930s to 2020s
S10-E22,2d animation
S10-E23,1930s to 2020s
S10-E23,2d animation
S10-E23,godzilla spoof
S10-E23,canadian stereotype
S11-E1,1930s to 2020s
S11-E1,two word episode title
S11-E1,alliterative episode title
S11-E1,hollywood california
S11-E1,2d animation
S11-E1,reference to jimmy stewart
S11-E2,1930s to 2020s
S11-E2,2d animation
S11-E2,learning disability
S11-E2,punctuation in title
S11-E2,reference to green lantern
S11-E2,ritalin
S11-E2,attention deficit disorder
S11-E3,1930s to 2020s
S11-E3,2d animation
S11-E3,bleeped dialogue
S11-E4,halloween episode
S11-E4,supernatural power
S11-E4,reference to tonya harding
S11-E4,reference to doctor who
S11-E4,1930s to 2020s
S11-E4,y2k
S11-E4,reference to xena warrior princess
S11-E4,malfunctioning computer
S11-E4,phaser
S11-E4,superhero
S11-E4,superhero costume
S11-E4,halloween candy
S11-E4,policeman costume
S11-E4,halloween costume
S11-E4,hit by a car
S11-E4,corpse
S11-E4,alien
S11-E4,2d animation
S11-E4,werewolf
S11-E4,halloween
S11-E4,halloween spoof
S11-E5,1930s to 2020s
S11-E5,duel
S11-E5,2d animation
S11-E5,glove slap
S11-E5,dueling pistol
S11-E5,three stooges spoof
S11-E5,insult
S11-E5,intentionally misspelled title
S11-E5,southern accent
S11-E6,1930s to 2020s
S11-E6,2d animation
S11-E7,1930s to 2020s
S11-E7,birth
S11-E7,octuplets
S11-E7,2d animation
S11-E7,pregnancy test
S11-E7,giving birth
S11-E7,childbirth
S11-E7,expectant father
S11-E7,expectant mother
S11-E7,pregnant wife
S11-E7,pregnancy
S11-E7,discovering one is pregnant
S11-E7,pregnant woman's water breaks
S11-E7,wagner ride of the valkyries
S11-E7,former child star
S11-E8,1930s to 2020s
S11-E8,2d animation
S11-E9,christmas episode
S11-E9,hole in the ozone layer
S11-E9,1930s to 2020s
S11-E9,toy
S11-E9,christmas
S11-E9,security guard
S11-E9,killing machine
S11-E9,school detention
S11-E9,winter
S11-E9,2d animation
S11-E10,1930s to 2020s
S11-E10,dolphin
S11-E10,ski resort
S11-E10,ambulance
S11-E10,deer
S11-E10,ski lift
S11-E10,junk
S11-E10,goodwill
S11-E10,skiing
S11-E10,cloning
S11-E10,2d animation
S11-E10,interferon
S11-E10,body in chipper
S11-E10,leprosy
S11-E10,leper colony
S11-E10,hawaii
S11-E10,fake illness
S11-E10,homosexuality
S11-E11,f rated
S11-E11,football
S11-E11,severed leg
S11-E11,bucket on head
S11-E11,church
S11-E11,1930s to 2020s
S11-E11,healing power
S11-E11,parade
S11-E11,guitar
S11-E11,broken leg
S11-E11,american football
S11-E11,2d animation
S11-E12,1930s to 2020s
S11-E12,yacht
S11-E12,pirate
S11-E12,furniture
S11-E12,megaphone
S11-E12,coast guard
S11-E12,monkey
S11-E12,trapped in a net
S11-E12,sauna
S11-E12,cigar smoking
S11-E12,liquor cabinet
S11-E12,fidel castro
S11-E12,book
S11-E12,health clinic
S11-E12,taxi
S11-E12,house
S11-E12,luxury
S11-E12,dresser
S11-E12,award ceremony
S11-E12,year 1935
S11-E12,2d animation
S11-E13,1930s to 2020s
S11-E13,2d animation
S11-E14,1930s to 2020s
S11-E14,2d animation
S11-E14,returning character killed off
S11-E14,death of wife
S11-E14,death of mother
S11-E15,1930s to 2020s
S11-E15,missionary
S11-E15,2d animation
S11-E15,reference to pbs
S11-E15,toad licking
S11-E15,pacific island
S11-E16,pink elephant
S11-E16,1930s to 2020s
S11-E16,2d animation
S11-E16,bleeped dialogue
S11-E17,1930s to 2020s
S11-E17,2d animation
S11-E18,1930s to 2020s
S11-E18,2d animation
S11-E18,alcoholics anonymous
S11-E18,alcoholic relapse
S11-E19,rock concert
S11-E19,spring break
S11-E19,animal in episode title
S11-E19,1930s to 2020s
S11-E19,2d animation
S11-E20,1930s to 2020s
S11-E20,2d animation
S11-E20,tap dancing
S11-E20,former child star
S11-E21,1930s to 2020s
S11-E21,2d animation
S11-E21,drugs
S11-E22,1930s to 2020s
S11-E22,behind the scenes
S11-E22,2d animation
S11-E22,bleeped dialogue
S11-E22,mock documentary
S11-E22,clip show
S12-E1,halloween episode
S12-E1,dead clown
S12-E1,clown
S12-E1,the end question mark title card
S12-E1,reference to a zodiac sign
S12-E1,reference to taurus the constellation
S12-E1,zodiac sign
S12-E1,taurus the astrological sign
S12-E1,1930s to 2020s
S12-E1,dolphin
S12-E1,witch
S12-E1,good deed
S12-E1,troll
S12-E1,killer dolphin
S12-E1,alien
S12-E1,dolphin show
S12-E1,reference to hansel and gretel
S12-E1,reference to rapunzel
S12-E1,reference to goldilocks and the three bears
S12-E1,grimm's fairy tales
S12-E1,hell
S12-E1,ghost
S12-E1,heavenly gates
S12-E1,st. peter
